Time (seconds);Time (microseconds);Position X (m);Position Y (m);Speed (m/s);Steering angle (deg)
0;823915;0.6731313284191128;2.01;41.48672472248874;0.8472451858974583
0;835686;0.6865174337143527;2.01;41.51618745889598;0.9719604526232952
0;847456;0.6999035390095926;2.01;41.54565019530322;1.0966757193491323
0;859226;0.7132896443048322;2.01;41.57511293171046;1.2213909860749679
0;870996;0.7266757496000721;2.01;41.6045756681177;1.3461062528008048
0;882767;0.7400618548953117;2.01;41.63403840452494;1.4708215195266403
0;894537;0.7534479601905516;2.01;41.663501140932176;1.5955367862524772
0;906307;0.7668340654857914;2.01;41.692963877339416;1.7202520529783143
0;918077;0.7802201707810311;2.01;41.722426613746656;1.8449673197041498
0;929847;0.7936062760762709;2.01;41.7518893501539;1.9696825864299867
0;941618;0.8069923813715106;2.01;41.78135208656114;2.0943978531558223
0;953388;0.8203784866667504;2.01;41.81081482296838;2.2191131198816594
0;965158;0.8337645919619902;2.01;41.84027755937562;2.3438283866074947
0;976928;0.84715069725723;2.01;41.86974029578286;2.468543653333332
0;988699;0.8605368025524698;2.01;41.8992030321901;2.593258920059169
1;469;0.8765029342879113;2.01;41.92781784785065;2.6938568138606445
1;12239;0.898692842000587;2.01;41.95438723145993;2.7362765727787854
1;24009;0.9208827497132624;2.01;41.98095661506922;2.778696331696926
1;35780;0.9430726574259382;2.01;42.0075259986785;2.821116090615067
1;47550;0.9652625651386136;2.01;42.034095382287795;2.8635358495332075
1;59320;0.9874524728512893;2.01;42.06066476589708;2.905955608451349
1;71090;1.0096423805639652;2.01;42.087234149506365;2.94837536736949
1;82860;1.0318322882766406;2.01;42.11380353311565;2.9907951262876304
1;94631;1.0540221959893163;2.01;42.14037291672494;3.0332148852057714
1;106401;1.0762121037019918;2.01;42.16694230033423;3.075634644123912
1;118171;1.0984020114146675;2.01;42.19351168394351;3.118054403042053
1;129941;1.1205919191273432;2.01;42.2200810675528;3.160474161960194
1;141712;1.1427818268400187;2.01;42.24665045116209;3.2028939208783345
1;153482;1.1649717345526944;2.01;42.273219834771375;3.2453136797964754
1;165252;1.18716164226537;2.01;42.29978921838066;3.287733438714616
1;177022;1.2093515499780456;2.01;42.326358601989945;3.330153197632757
1;188793;1.231541457690721;2.01;42.35292798559924;3.3725729565508975
1;200563;1.2531844801778742;2.009900484994441;42.37644012473738;3.3739462633575887
1;212333;1.272122138010996;2.009308683187156;42.38482850345015;3.1722685175240533
1;224103;1.2910597958441175;2.008716881379871;42.393216882162925;2.9705907716905218
1;235873;1.309997453677239;2.008125079572586;42.4016052608757;2.7689130258569907
1;247644;1.328935111510361;2.007533277765301;42.40999363958848;2.5672352800234552
1;259414;1.3478727693434824;2.006941475958016;42.41838201830125;2.3655575341899238
1;271184;1.3668104271766037;2.006349674150731;42.426770397014025;2.1638797883563927
1;282954;1.3857480850097257;2.005757872343446;42.435158775726805;1.962202042522857
1;294725;1.4046857428428472;2.005166070536161;42.44354715443958;1.7605242966893258
1;306495;1.4236234006759687;2.004574268728876;42.45193553315235;1.5588465508557945
1;318265;1.4425610585090902;2.003982466921591;42.460323911865125;1.3571688050222634
1;330035;1.461498716342212;2.003390665114306;42.468712290577905;1.1554910591887277
1;341805;1.4804363741753335;2.002798863307021;42.47710066929068;0.9538133133551965
1;353576;1.499374032008455;2.002207061499736;42.48548904800345;0.7521355675216652
1;365346;1.518311689841577;2.001615259692451;42.49387742671623;0.5504578216881296
1;377116;1.5372493476746982;2.001023457885166;42.502265805429005;0.34878007585459836
1;388886;1.5561870055078197;2.0004316560778808;42.51065418414178;0.14710233002106715
1;400657;1.576172686788718;1.999683451959553;42.5426063639794;0.05633415644761018
1;412427;1.5989832057513753;1.9985136817563398;42.63807230725823;0.26451114450444335
1;424197;1.621793724714032;1.9973439115531266;42.73353825053706;0.47268813256127185
1;435967;1.6446042436766888;1.9961741413499134;42.829004193815884;0.6808651206181005
1;447738;1.6674147626393458;1.9950043711467003;42.924470137094715;0.8890421086749336
1;459508;1.6902252816020027;1.993834600943487;43.01993608037354;1.097219096731762
1;471278;1.7130358005646593;1.992664830740274;43.115402023652365;1.3053960847885906
1;483048;1.7358463195273162;1.9914950605370607;43.21086796693119;1.513573072845419
1;494818;1.7586568384899732;1.9903252903338475;43.30633391021002;1.7217500609022522
1;506589;1.78146735745263;1.9891555201306343;43.401799853488846;1.929927048959081
1;518359;1.8042778764152867;1.9879857499274212;43.49726579676767;2.1381040370159092
1;530129;1.827088395377944;1.986815979724208;43.5927317400465;2.3462810250727424
1;541899;1.8498989143406006;1.9856462095209948;43.68819768332533;2.554458013129571
1;553670;1.8727094333032572;1.9844764393177816;43.78366362660416;2.7626350011864
1;565440;1.895519952265914;1.9833066691145684;43.879129569882984;2.970811989243228
1;577210;1.9183304712285711;1.9821368989113552;43.97459551316181;3.1789889773000612
1;588980;1.941140990191228;1.980967128708142;44.07006145644064;3.38716596535689
1;600750;1.9643651215351492;1.9797969710913883;44.165559016868706;3.5231482244400545
1;612521;1.9895632632258846;1.9786249645011216;44.26120747360105;3.314573239990713
1;624291;2.01476140491662;1.9774529579108548;44.35685593033339;3.105998255541376
1;636061;2.0399595466073546;1.9762809513205881;44.45250438706573;2.897423271092039
1;647831;2.0651576882980893;1.9751089447303214;44.54815284379807;2.688848286642702
1;659602;2.090355829988825;1.9739369381400547;44.64380130053041;2.4802733021933605
1;671372;2.1155539716795597;1.972764931549788;44.739449757262754;2.2716983177440238
1;683142;2.140752113370295;1.9715929249595212;44.835098213995096;2.0631233332946866
1;694912;2.16595025506103;1.9704209183692545;44.930746670727444;1.8545483488453451
1;706683;2.1911483967517653;1.9692489117789875;45.026395127459786;1.6459733643960082
1;718453;2.2163465384425;1.9680769051887208;45.12204358419213;1.4373983799466712
1;730223;2.2415446801332353;1.966904898598454;45.21769204092447;1.2288233954973342
1;741993;2.2667428218239705;1.9657328920081873;45.31334049765681;1.0202484110479926
1;753763;2.2919409635147057;1.9645608854179206;45.40898895438915;0.8116734265986557
1;765534;2.3171391052054404;1.963388878827654;45.50463741112149;0.6030984421493187
1;777304;2.342337246896176;1.9622168722373872;45.600285867853835;0.3945234576999772
1;789074;2.367535388586911;1.9610448656471204;45.695934324586176;0.18594847325064023
1;800844;2.391528796771827;1.9599363001345071;45.79054155168875;0.023869270081061916
1;812615;2.405621502452779;1.9593491040644675;45.8765917786308;0.24390021485444896
1;824385;2.4197142081337306;1.9587619079944278;45.96264200557284;0.46393115962783116
1;836155;2.4338069138146823;1.9581747119243882;46.04869223251489;0.6839621044012133
1;847925;2.447899619495634;1.9575875158543485;46.13474245945693;0.9039930491745954
1;859695;2.461992325176586;1.9570003197843089;46.22079268639898;1.1240239939479826
1;871466;2.4760850308575377;1.9564131237142692;46.30684291334102;1.3440549387213647
1;883236;2.4901777365384894;1.9558259276442296;46.392893140283064;1.5640858834947469
1;895006;2.504270442219441;1.95523873157419;46.47894336722511;1.784116828268134
1;906776;2.5183631479003927;1.9546515355041503;46.564993594167156;2.0041477730415163
1;918547;2.5324558535813444;1.9540643394341106;46.651043821109205;2.2241787178148984
1;930317;2.546548559262296;1.953477143364071;46.73709404805125;2.4442096625882805
1;942087;2.560641264943248;1.9528899472940313;46.8231442749933;2.6642406073616676
1;953857;2.5747339706242;1.9523027512239917;46.90919450193534;2.8842715521350497
1;965628;2.5888266763051515;1.951715555153952;46.99524472887739;3.104302496908432
1;977398;2.6029193819861036;1.9511283590839124;47.08129495581943;3.324333441681819
1;989168;2.6170120876670553;1.9505411630138727;47.16734518276148;3.544364386455201
2;938;2.630787749481356;1.95;47.248509298736465;3.7496417010804306
2;12708;2.6408362545806097;1.95;47.272232463420735;3.7814758506987527
2;24479;2.650884759679864;1.95;47.295955628105;3.8133100003170757
2;36249;2.6609332647791177;1.95;47.31967879278926;3.845144149935398
2;48019;2.6709817698783715;1.95;47.34340195747353;3.8769782995537203
2;59789;2.681030274977626;1.95;47.367125122157795;3.9088124491720433
2;71560;2.69107878007688;1.95;47.39084828684206;3.940646598790366
2;83330;2.701127285176134;1.95;47.41457145152633;3.972480748408688
2;95100;2.7111757902753877;1.95;47.43829461621059;4.00431489802701
2;106870;2.721224295374642;1.95;47.46201778089486;4.036149047645333
2;118641;2.7312728004738958;1.95;47.485740945579124;4.067983197263655
2;130411;2.74132130557315;1.95;47.50946411026339;4.099817346881978
2;142181;2.7513698106724043;1.95;47.53318727494766;4.131651496500301
2;153951;2.761418315771658;1.95;47.55691043963192;4.163485646118623
2;165721;2.771466820870912;1.95;47.58063360431619;4.195319795736945
2;177492;2.781515325970166;1.95;47.604356769000454;4.227153945355267
2;189262;2.79156383106942;1.95;47.62807993368472;4.25898809497359
2;201032;2.800470614732143;1.9500941229464286;47.64457925758157;4.2655450829081385
2;212802;2.8034036101133832;1.9506807220226767;47.62328153741635;4.139845280855001
2;224573;2.8063366054946233;1.9512673210989246;47.601983817251124;4.0141454788018605
2;236343;2.809269600875863;1.9518539201751726;47.58068609708591;3.888445676748723
2;248113;2.812202596257103;1.9524405192514205;47.55938837692069;3.762745874695586
2;259883;2.815135591638343;1.9530271183276686;47.538090656755465;3.637046072642446
2;271653;2.8180685870195825;1.9536137174039165;47.51679293659024;3.5113462705893084
2;283424;2.8210015824008225;1.9542003164801645;47.49549521642502;3.385646468536171
2;295194;2.8239345777820626;1.9547869155564124;47.4741974962598;3.259946666483034
2;306964;2.8268675731633026;1.9553735146326605;47.452899776094576;3.1342468644298935
2;318734;2.829800568544542;1.9559601137089084;47.43160205592936;3.0085470623767563
2;330505;2.8327335639257822;1.9565467127851564;47.41030433576414;2.882847260323619
2;342275;2.8356665593070223;1.9571333118614045;47.389006615598916;2.7571474582704787
2;354045;2.838599554688262;1.9577199109376524;47.367708895433694;2.6314476562173414
2;365815;2.841532550069502;1.9583065100139003;47.34641117526847;2.505747854164204
2;377586;2.844465545450742;1.9588931090901482;47.32511345510325;2.380048052111067
2;389356;2.8473985408319815;1.9594797081663964;47.303815734938034;2.2543482500579293
2;401126;2.85;1.96;47.2764263147243;2.15543650839694
2;412896;2.85;1.96;47.20123726265122;2.2667221524858574
2;424666;2.85;1.96;47.126048210578155;2.3780077965747703
2;436437;2.85;1.96;47.050859158505084;2.489293440663683
2;448207;2.85;1.96;46.97567010643201;2.600579084752596
2;459977;2.85;1.96;46.90048105435894;2.7118647288415083
2;471747;2.85;1.96;46.82529200228587;2.8231503729304213
2;483518;2.85;1.96;46.750102950212806;2.9344360170193338
2;495288;2.85;1.96;46.67491389813973;3.0457216611082516
2;507058;2.85;1.96;46.59972484606666;3.157007305197164
2;518828;2.85;1.96;46.52453579399359;3.268292949286077
2;530598;2.85;1.96;46.44934674192052;3.3795785933749896
2;542369;2.85;1.96;46.37415768984745;3.4908642374639025
2;554139;2.85;1.96;46.29896863777438;3.602149881552815
2;565909;2.85;1.96;46.22377958570131;3.713435525641733
2;577679;2.85;1.96;46.14859053362824;3.8247211697306454
2;589450;2.85;1.96;46.073401481555166;3.9360068138195583
2;601220;2.8508890010297607;1.960177800205952;45.99837871065466;3.9424161653584275
2;612990;2.8538412413241088;1.9607682482648217;45.92374185364257;3.705423228857302
2;624760;2.856793481618457;1.9613586963236913;45.84910499663047;3.468430292356177
2;636531;2.8597457219128053;1.961949144382561;45.77446813961838;3.2314373558550518
2;648301;2.8626979622071533;1.9625395924414306;45.699831282606276;2.994444419353916
2;660071;2.865650202501502;1.9631300405003003;45.62519442559418;2.7574514828527907
2;671841;2.86860244279585;1.96372048855917;45.550557568582086;2.5204585463516658
2;683611;2.871554683090198;1.9643109366180396;45.47592071156999;2.2834656098505404
2;695382;2.874506923384546;1.9649013846769092;45.401283854557896;2.046472673349415
2;707152;2.8774591636788944;1.9654918327357789;45.3266469975458;1.80947973684829
2;718922;2.8804114039732425;1.9660822807946485;45.252010140533706;1.5724868003471646
2;730692;2.883363644267591;1.9666727288535182;45.177373283521604;1.335493863846029
2;742463;2.886315884561939;1.9672631769123878;45.10273642650951;1.0985009273449038
2;754233;2.889268124856287;1.9678536249712575;45.028099569497414;0.8615079908437785
2;766003;2.892220365150635;1.9684440730301271;44.95346271248532;0.6245150543426533
2;777773;2.8951726054449836;1.9690345210889966;44.878825855473224;0.38752211784152807
2;789543;2.8981248457393316;1.9696249691478662;44.80418899846113;0.15052918134040283
2;801314;2.900422043948378;1.970633065922567;44.65275927634878;-0.0016445415154046942
2;813084;2.901578845829961;1.9723682687449418;44.36763692089152;-0.006152149613256708
2;824854;2.9027356477115442;1.9741034715673162;44.08251456543427;-0.010659757711108523
2;836624;2.903892449593127;1.9758386743896907;43.797392209977026;-0.015167365808960338
2;848395;2.90504925147471;1.9775738772120652;43.51226985451978;-0.01967497390681215
2;860165;2.9062060533562932;1.9793090800344397;43.22714749906253;-0.024182582004663968
2;871935;2.907362855237876;1.9810442828568142;42.942025143605285;-0.02869019010251578
2;883705;2.908519657119459;1.9827794856791887;42.65690278814804;-0.0331977982003676
2;895476;2.909676459001042;1.9845146885015634;42.37178043269078;-0.03770540629821961
2;907246;2.910833260882625;1.986249891323938;42.08665807723353;-0.042213014396071426
2;919016;2.9119900627642084;1.9879850941463124;41.80153572177628;-0.04672062249392324
2;930786;2.913146864645791;1.989720296968687;41.516413366319036;-0.05122823059177505
2;942556;2.914303666527374;1.9914554997910614;41.23129101086179;-0.05573583868962687
2;954327;2.9154604684089573;1.993190702613436;40.94616865540454;-0.060243446787478686
2;966097;2.91661727029054;1.9949259054358106;40.661046299947294;-0.0647510548853305
2;977867;2.9177740721721235;1.996661108258185;40.37592394449003;-0.06925866298318252
2;989637;2.9189308740537063;1.9983963110805596;40.090801589032786;-0.07376627108103433
3;1408;2.920044924115018;2.000134772345054;39.813333652763035;-0.07758213638530514
3;13178;2.9206376557535205;2.0019129672605622;39.629204192212356;-0.07296284595000344
3;24948;2.9212303873920233;2.0036911621760702;39.445074731661684;-0.06834355551470174
3;36718;2.921823119030526;2.0054693570915783;39.260945271111005;-0.06372426507940004
3;48488;2.922415850669029;2.0072475520070863;39.076815810560326;-0.05910497464409835
3;60259;2.9230085823075314;2.0090257469225943;38.89268635000964;-0.054485684208796445
3;72029;2.923601313946034;2.0108039418381023;38.70855688945896;-0.04986639377349475
3;83799;2.924194045584537;2.0125821367536103;38.52442742890828;-0.045247103338193054
3;95569;2.9247867772230394;2.0143603316691188;38.3402979683576;-0.04062781290289135
3;107340;2.925379508861542;2.0161385265846268;38.156168507806925;-0.036008522467589656
3;119110;2.925972240500045;2.017916721500135;37.972039047256246;-0.03138923203228796
3;130880;2.926564972138548;2.019694916415643;37.78790958670557;-0.02676994159698626
3;142650;2.92715770377705;2.021473111331151;37.60378012615488;-0.02215065116168436
3;154421;2.927750435415553;2.023251306246659;37.4196506656042;-0.01753136072638266
3;166191;2.928343167054056;2.025029501162167;37.23552120505352;-0.012912070291080964
3;177961;2.9289358986925587;2.026807696077675;37.051391744502844;-0.008292779855779267
3;189731;2.929528630331061;2.028585890993183;36.867262283952165;-0.0036734894204775697
3;201501;2.9301195557728503;2.03;36.66310075830606;-1.3322676295501878e-15
3;213272;2.930703465949892;2.03;36.381134728282305;-1.3322676295501878e-15
3;225042;2.9312873761269334;2.03;36.099168698258545;-1.3322676295501878e-15
3;236812;2.931871286303975;2.03;35.81720266823479;-1.3322676295501878e-15
3;248582;2.9324551964810164;2.03;35.535236638211046;-1.3322676295501878e-15
3;260353;2.933039106658058;2.03;35.25327060818729;-1.3322676295501878e-15
3;272123;2.9336230168350994;2.03;34.97130457816354;-1.3322676295501878e-15
3;283893;2.9342069270121405;2.03;34.689338548139794;-1.3322676295501878e-15
3;295663;2.934790837189182;2.03;34.40737251811604;-1.3322676295501878e-15
3;307434;2.9353747473662235;2.03;34.12540648809228;-1.3322676295501878e-15
3;319204;2.935958657543265;2.03;33.84344045806853;-1.3322676295501878e-15
3;330974;2.9365425677203065;2.03;33.56147442804478;-1.3322676295501878e-15
3;342744;2.937126477897348;2.03;33.27950839802103;-1.3322676295501878e-15
3;354514;2.937710388074389;2.03;32.99754236799728;-1.3322676295501878e-15
3;366285;2.9382942982514306;2.03;32.71557633797353;-1.3322676295501878e-15
3;378055;2.938878208428472;2.03;32.433610307949785;-1.3322676295501878e-15
3;389825;2.9394621186055137;2.03;32.15164427792602;-1.3322676295501878e-15
3;401595;2.940139464554358;2.0305113700326465;31.88124740139621;0.0003962366433638161
3;413366;2.9419086786874646;2.0369984885207035;31.746044898232373;0.005422800365754526
3;425136;2.9436778928205714;2.043485607008761;31.61084239506854;0.010449364088145235
3;436906;2.9454471069536776;2.049972725496818;31.475639891904706;0.015475927810535944
3;448676;2.9472163210867843;2.056459843984875;31.340437388740874;0.020502491532926652
3;460446;2.9489855352198906;2.062946962472932;31.20523488557704;0.025529055255317363
3;472217;2.9507547493529973;2.0694340809609897;31.0700323824132;0.030555618977708296
3;483987;2.9525239634861036;2.0759211994490467;30.934829879249364;0.035582182700099003
3;495757;2.9542931776192103;2.082408317937104;30.79962737608553;0.04060874642248971
3;507527;2.9560623917523166;2.0888954364251613;30.664424872921696;0.045635310144880425
3;519298;2.9578316058854233;2.0953825549132183;30.529222369757864;0.05066187386727113
3;531068;2.95960082001853;2.1018696734012754;30.39401986659403;0.05568843758966184
3;542838;2.9613700341516362;2.108356791889333;30.25881736343019;0.06071500131205278
3;554608;2.963139248284743;2.11484391037739;30.123614860266354;0.06574156503444348
3;566379;2.964908462417849;2.121331028865447;29.988412357102522;0.07076812875683419
3;578149;2.966677676550956;2.1278181473535045;29.853209853938687;0.0757946924792249
3;589919;2.968446890684062;2.1343052658415615;29.718007350774855;0.08082125620161561
3;601689;2.97;2.14;29.59496247051;0.08562919161072491
3;613459;2.97;2.14;29.559292400448165;0.08886588175777177
3;625230;2.97;2.14;29.523622330386328;0.09210257190481878
3;637000;2.97;2.14;29.48795226032449;0.09533926205186566
3;648770;2.97;2.14;29.452282190262654;0.09857595219891252
3;660540;2.97;2.14;29.416612120200817;0.1018126423459594
3;672311;2.97;2.14;29.38094205013898;0.10504933249300626
3;684081;2.97;2.14;29.345271980077143;0.10828602264005313
3;695851;2.97;2.14;29.309601910015306;0.11152271278709999
3;707621;2.97;2.14;29.273931839953466;0.114759402934147
3;719391;2.97;2.14;29.23826176989163;0.11799609308119387
3;731162;2.97;2.14;29.202591699829792;0.12123278322824074
3;742932;2.97;2.14;29.166921629767955;0.1244694733752876
3;754702;2.97;2.14;29.13125155970612;0.12770616352233446
3;766472;2.97;2.14;29.09558148964428;0.13094285366938135
3;778243;2.97;2.14;29.059911419582445;0.13417954381642822
3;790013;2.97;2.14;29.024241349520604;0.13741623396347522
