sampleTimeStamp.seconds;sampleTimeStamp.microseconds;cell_0;cell_1;cell_2;cell_3;cell_4;cell_5
0;344000;0.0;0.0;0.0;0.0;0.0;0.9648882429441256
0;348000;0.0;0.0;0.0;0.0;0.0;0.9960573506572389
0;352000;0.0;0.0;0.0;0.0;0.0;0.9960573506572389
0;356000;0.0;0.0;0.0;0.0;0.0;0.9648882429441256
0;360000;0.0;0.0;0.0;0.0;0.0;0.9045084971874738
0;364000;0.0;0.0;0.0;0.0;0.0;0.8187119948743448
0;368000;0.0;0.0;0.0;0.0;0.0;0.7128896457825361
0;372000;0.0;0.0;0.0;0.0;0.0;0.5936906572928623
0;376000;0.0;0.0;0.0;0.0;0.0;0.46860474023534354
0;380000;0.0;0.0;0.0;0.0;0.0;0.34549150281252644
0;384000;0.0;0.0;0.0;0.0;0.0;0.232086602510502
0;388000;0.0;0.0;0.0;0.0;0.0;0.13551568628929436
0;392000;0.0;0.0;0.0;0.0;0.0;0.06184665997806822
0;396000;0.0;0.0;0.0;0.0;0.0;0.015708419435684514
